Date,Open,High,Low,Close,Volume,Log_Return,Rolling_Vol_21,SMA_20,SMA_50,Std_20,BB_Upper,BB_Lower,Market_State,Day_Name
2024-10-01,227.81227091446172,227.94129335648356,222.0752779583648,224.5269012451172,63285000,-0.02957471327076418,0.25172464276524265,222.26384735107422,220.58690704345702,4.2709373652996065,230.80572208167342,213.72197262047501,Contraction (Bearish),Tuesday
2024-10-02,224.2092739820147,225.67825786117984,221.36063294746157,225.0926513671875,32880600,0.0025165739228406414,0.2318586562173059,222.5581413269043,220.62720825195314,4.2519435571440045,231.0620284411923,214.05425421261629,Expansion (Bullish),Wednesday
2024-10-03,223.46483520314058,225.12240767637772,221.65838486968212,223.9908905029297,34044200,-0.004906717668419714,0.23028027922039887,222.72141723632814,220.7737631225586,4.240543682533782,231.2025046013957,214.24032987126057,Contraction (Bearish),Thursday
2024-10-04,226.20430944090455,226.30357145139808,222.46237094034984,225.1125030517578,37245100,0.004994907172197257,0.22976092921945343,223.01819305419923,220.96356903076173,4.186788679785038,231.3917704137693,214.64461569462915,Expansion (Bullish),Friday
2024-10-07,222.8296017820206,224.01074997862722,219.68319006872073,220.04051208496094,39505400,-0.02278861556233194,0.24275962087671027,223.05690231323243,221.04261627197266,4.153723160246717,231.36434863372585,214.749455992739,Contraction (Bearish),Monday
2024-10-08,222.63107017846752,224.2985626537791,221.58887980877077,224.0901336669922,31855700,0.018236678122535738,0.25069054506006255,223.33779602050782,221.19710418701172,4.015008014373304,231.36781204925444,215.3077799917612,Expansion (Bullish),Tuesday
2024-10-09,223.554178398676,228.04055170887608,223.1571606453159,227.8321075439453,33591100,0.0165606339164144,0.2556633720958454,223.6792366027832,221.4153271484375,4.09558690337873,231.87041040954065,215.48806279602573,Expansion (Bullish),Wednesday
2024-10-10,226.0851807689644,227.7923841625437,225.47971892420364,227.33580017089844,28183500,-0.0021807669711652097,0.2536315586161773,223.99040298461915,221.55858795166014,4.126604941872955,232.24361286836506,215.73719310087324,Contraction (Bearish),Thursday
2024-10-11,227.5938974682738,227.70307961960657,225.6484741750507,225.85691833496094,31759200,-0.006526526243806422,0.2550902257503562,224.24102401733398,221.7460321044922,4.077405263092169,232.39583454351833,216.08621349114964,Contraction (Bearish),Friday
2024-10-14,226.99836439928595,230.00581860221664,226.89911753216435,229.5790252685547,39882100,0.01634561284817792,0.26035870450100884,224.9844512939453,221.97817626953125,3.5724732746520997,232.1293978432495,217.83950474464112,Expansion (Bullish),Monday
2024-10-15,231.87182665313995,235.7229623804217,230.6410474142004,232.11004638671875,64751400,0.010964290164964917,0.23783096433826334,225.83110504150392,222.4709213256836,3.101270822303334,232.0336466861106,219.62856339689725,Expansion (Bullish),Tuesday
2024-10-16,229.87678174389526,230.3929017691756,228.12986736523644,230.05543518066406,34082200,-0.00889129467089114,0.2417875429098745,226.38147888183593,222.96302368164064,2.7958182370871913,231.9731153560103,220.78984240766155,Contraction (Bearish),Wednesday
2024-10-17,231.69315867439417,232.11004699556463,228.8048220166126,230.4226837158203,32993800,0.0015950751966288344,0.23586452570749403,226.54425888061525,223.41111602783204,2.9352629904444445,232.41478486150413,220.67373289972636,Expansion (Bullish),Thursday
2024-10-18,234.42267769537074,234.42267769537074,232.2688255608399,233.25146484375,46431500,0.012201742249239467,0.2047841171310025,226.8817283630371,223.84658325195312,3.29598421508473,233.47369679320656,220.28975993286764,Expansion (Bullish),Friday
2024-10-21,232.7055796017645,235.08773156933626,232.7055796017645,234.72047424316406,36254500,0.006278215003580545,0.20489478256249868,227.3785057067871,224.25333435058593,3.6886763775777753,234.75585846194267,220.00115295163155,Expansion (Bullish),Monday
2024-10-22,232.14974382855843,234.4624093106695,230.86934872103873,234.10508728027344,38846600,-0.002625229368123095,0.20275823550100425,227.79984817504882,224.61720642089844,3.9558466692479195,235.71154151354466,219.88815483655299,Contraction (Bearish),Tuesday
2024-10-23,232.33831918874512,233.3904297884605,226.06533615950997,229.0430145263672,52287000,-0.021860283213003803,0.2186155329449011,228.01771392822266,224.8055941772461,3.8948276442434087,235.80736921670947,220.22805863973585,Contraction (Bearish),Wednesday
2024-10-24,228.26884002769643,229.10260155629064,226.710529416834,228.85446166992188,31109500,-0.0008235593201725486,0.21791086095503126,228.16908111572266,224.9812774658203,3.863916479098381,235.89691407391942,220.4412481575259,Contraction (Bearish),Thursday
2024-10-25,228.03062932515897,231.484732210271,227.86189602437614,229.68820190429688,38802300,0.0036364823576416627,0.21762025419447675,228.3487350463867,225.11408203125,3.845900598156201,236.04053624269912,220.6569338500743,Expansion (Bullish),Friday
2024-10-28,231.5839844241638,232.98348177622344,230.81970938626554,231.6633758544922,36087100,0.008562606538802668,0.2192759590689211,228.36858444213868,225.25998779296876,3.862739293348366,236.09406302883542,220.64310585544195,Expansion (Bullish),Monday
2024-10-29,231.3655997315715,232.58644353988512,230.59140461944537,231.9313507080078,35417200,0.0011560739068301976,0.20495169898307122,228.7388069152832,225.41442962646485,3.8298537982654945,236.39851451181417,221.0790993187522,Expansion (Bullish),Tuesday
2024-10-30,230.87925826342104,231.7328600109945,227.8420287171323,228.387939453125,47070900,-0.01539575386628473,0.18385191565389747,228.90357131958007,225.48569519042968,3.7344310756886334,236.37243347095733,221.4347091682028,Contraction (Bearish),Wednesday
2024-10-31,227.63359787833264,228.11995749798112,223.69313535160188,224.2291259765625,64370100,-0.018377259001906225,0.19530132445504725,228.9154830932617,225.4759680175781,3.718281311898362,236.35204571705845,221.47892046946498,Contraction (Bearish),Thursday
2024-11-01,219.32586653780092,223.67328184782377,218.6310779402587,221.25143432617188,65276700,-0.013368646192611527,0.20002284754491734,228.72242965698243,225.4438088989258,4.014554416494462,236.75153848997135,220.6933208239935,Contraction (Bearish),Friday
2024-11-04,219.34572401852256,221.13231895883285,218.0752491010658,220.35812377929688,44944500,-0.004045708472273717,0.1992949437038474,228.73831024169922,225.34792755126952,3.978872971382721,236.69605618446468,220.78056429893377,Contraction (Bearish),Monday
2024-11-05,220.14971259990074,222.28370958768312,219.49461965793014,221.7874298095703,28111300,0.0064653415487007475,0.1842215942800427,228.62317504882813,225.27388244628906,4.1500871480066355,236.9233493448414,220.32300075281486,Expansion (Bullish),Tuesday
2024-11-06,220.95366880237512,224.387931303672,219.54423614319148,221.06285095214844,54561100,-0.003272345239370778,0.17265161084467792,228.2847122192383,225.16847259521484,4.480852916308525,237.24641805185533,219.32300638662124,Contraction (Bearish),Wednesday
2024-11-07,222.95865940199351,226.18447798056903,222.89910825147632,225.78744506835938,42137700,0.021146993635296214,0.17902476874582987,228.20729446411133,225.18812561035156,4.511382407255638,237.2300592786226,219.18452964960005,Expansion (Bullish),Thursday
2024-11-08,225.72780810336752,227.20835428792034,224.9726384261151,225.51914978027344,38328800,-0.0011889714121385414,0.17893545329985935,228.19040603637694,225.13690399169923,4.521265558612155,237.23293715360126,219.14787491915263,Contraction (Bearish),Friday
2024-11-11,223.57158868270503,224.26714170400084,220.0938084143074,222.8064727783203,42005600,-0.012101517158939552,0.18235706228990134,227.85177841186524,225.04711059570312,4.663182239471593,237.17814289080843,218.52541393292205,Contraction (Bearish),Monday
2024-11-12,223.12444853772337,224.15783943194586,221.9420008205612,222.8064727783203,40398300,0.0,0.17164093559937896,227.3865997314453,225.08099060058595,4.680050281262817,236.74670029397095,218.02649916891966,Expansion (Bullish),Tuesday
2024-11-13,222.58787261698694,225.2111120360391,221.34580821096,223.69082641601562,48566200,0.00396129963483659,0.1669207934508138,227.0683692932129,225.17067169189454,4.7053451552770715,236.47905960376704,217.65767898265875,Expansion (Bullish),Wednesday
2024-11-14,223.5914518391994,227.41700079571672,223.5715745650122,226.77113342285156,44923900,0.013676426842793,0.17296879072122173,226.88579177856445,225.2915869140625,4.638712505785653,236.16321679013575,217.60836676699316,Expansion (Bullish),Thursday
2024-11-15,224.96268496170848,225.4793879673537,222.84621765747355,223.5715789794922,47923700,-0.014209659405648549,0.1789069168521536,226.40179748535155,225.37947875976562,4.440321372335476,235.2824402300225,217.5211547406806,Contraction (Bearish),Friday
2024-11-18,223.81998425203597,228.28148462394066,223.7404903183321,226.57240295410156,44633700,0.013332927013838642,0.18003286653433606,225.99439392089843,225.52560028076172,3.9876242355909945,233.96964239208043,218.01914544971643,Expansion (Bullish),Monday
2024-11-19,225.53901477922054,228.6988344551977,225.22105418122663,226.8307647705078,36211800,0.001139656106359027,0.17814760133541524,225.63067779541015,225.6927703857422,3.512325476995213,232.65532874940058,218.60602684141972,Expansion (Bullish),Tuesday
2024-11-20,226.61215353970658,228.47027695087482,224.45593165289552,227.5461883544922,35169600,0.0031490337274675513,0.1788619205299563,225.55583648681642,225.8236282348633,3.451203368908324,232.45824322463307,218.65342974899977,Expansion (Bullish),Wednesday
2024-11-21,227.42694424740614,228.69881686539628,224.27707103239013,227.06922912597656,42108300,-0.0020982984086089403,0.1626820282516873,225.46657485961913,225.9427633666992,3.383826591282713,232.23422804218455,218.6989216770537,Contraction (Bearish),Thursday
2024-11-22,226.6121530455377,229.25526960886552,226.6121530455377,228.41065979003906,38168300,0.005890203168387841,0.16412413096981668,225.40269775390624,226.09408660888673,3.3112190558292953,232.02513586556483,218.78025964224764,Expansion (Bullish),Friday
2024-11-25,229.99057974831032,231.7692092379923,228.28149797848934,231.39161682128906,90152800,0.012966437741126095,0.16987651659207242,225.38910980224608,226.42770935058593,3.2846263085211214,231.95836241928833,218.81985718520383,Expansion (Bullish),Monday
2024-11-26,231.84870566104107,234.07449047305911,231.84870566104107,233.56771850585938,45986200,0.009360464058107474,0.17038414059608967,225.47092819213867,226.7955242919922,3.471246318158555,232.41342082845577,218.52843555582157,Expansion (Bullish),Tuesday
2024-11-27,232.9814664022851,234.1937224347506,232.32565277909848,233.43853759765625,33498400,-0.0005532298970713366,0.1703901728722363,225.72345809936525,227.08333587646484,3.8569137299588094,233.43728555928286,218.00963063944764,Contraction (Bearish),Wednesday
2024-11-29,233.31931239062584,236.3002669685808,232.48464874765904,235.8233184814453,28481400,0.010164053964483975,0.16357648951400824,226.30316772460938,227.25646057128907,4.446718323596724,235.19660437180283,217.40973107741593,Expansion (Bullish),Friday
2024-12-02,235.76369091824088,239.26133321145704,235.654388648958,238.06895446777344,48137100,0.009477482219375487,0.1486516668080063,227.14404373168946,227.48779815673828,4.99718368741662,237.1384111065227,217.14967635685622,Expansion (Bullish),Monday
2024-12-03,238.28756099978403,241.21882985808793,237.3833345065081,241.10952758789062,38861000,0.0126909452049901,0.1399800752827273,228.18161392211914,227.81429016113282,5.628499113047907,239.43861214821496,216.92461569602332,Expansion (Bullish),Tuesday
2024-12-04,241.32812877991805,242.5602620666903,239.71841824290905,241.4672393798828,44383900,0.0014825075801124887,0.13721280293747332,229.16560440063478,228.13007019042968,6.148074371826373,241.4617531442875,216.86945565698204,Expansion (Bullish),Wednesday
2024-12-05,242.4410361127995,242.98753231090083,240.59284370740727,241.49705505371094,40033900,0.00012346947469884175,0.13774218359254553,230.18731460571288,228.4662973022461,6.422451483284553,243.03221757228198,217.3424116391438,Expansion (Bullish),Thursday
2024-12-06,241.36788746709487,243.0769692456264,240.5431549096241,241.29832458496094,36870600,-0.0008232493033495472,0.13635509872687648,230.96285858154297,228.77572143554687,6.789217843843229,244.54129426922944,217.3844228938565,Contraction (Bearish),Friday
2024-12-09,240.29473874492055,245.67039687977774,240.21524480725012,245.18350219726562,44649200,0.015972889432687393,0.12923036831898244,231.9460762023926,229.15748901367186,7.3593281344706645,246.6647324713339,217.22741993345127,Expansion (Bullish),Monday
2024-12-10,245.32261857013248,246.63424582967986,243.7824557106041,246.19703674316406,36914800,0.004125258950728036,0.127885112737997,233.11560440063477,229.4561019897461,7.6819545987266675,248.4795135980881,217.75169520318144,Expansion (Bullish),Tuesday
2024-12-11,246.3858398593606,249.20780656351602,244.69662013013263,244.9251708984375,45205800,-0.005179438715064517,0.11870103050819676,234.22153930664064,229.8640673828125,7.7117884075527545,249.64511612174616,218.79796249153512,Contraction (Bearish),Wednesday
2024-12-12,245.32261935264157,247.1608807008323,244.12029436088807,246.38583374023438,32777500,0.005945998080516994,0.11763865332031677,235.35628967285157,230.28993103027344,7.750323951207338,250.85693757526624,219.8556417704369,Expansion (Bullish),Thursday
2024-12-13,246.24671899982582,247.70737273801882,244.67674782957272,246.55474853515625,33155300,0.0006853353430694134,0.11847391776944965,236.3454704284668,230.74120819091797,7.858665707467311,252.06280184340142,220.62813901353218,Expansion (Bullish),Friday
2024-12-16,246.4156487620838,249.7841268474892,246.07779571830554,249.44627380371094,51694800,0.011659484135205381,0.11672745808304107,237.63920516967772,231.22788360595703,7.7744441738944685,253.18809351746665,222.0903168218888,Expansion (Bullish),Monday
2024-12-17,248.49234928857376,252.2185421189052,248.19425082976375,251.87075805664062,51356400,0.009672534549162535,0.09584654057952763,238.90412292480468,231.8644885253906,7.935464400558398,254.7750517259215,223.03319412368788,Expansion (Bullish),Tuesday
2024-12-18,250.559158393614,252.66569465886903,246.16722071424974,246.47525024414062,56774100,-0.02165450734388758,0.1308607532758423,239.88634719848633,232.3121908569336,7.569749391268347,255.02584598102302,224.74684841594964,Contraction (Bearish),Wednesday
2024-12-19,245.92875304737495,250.4001849209636,245.52135228225407,248.20420837402344,60882300,0.006990244450233489,0.13081357636097687,240.91924819946288,232.71963287353515,7.197553004392225,255.31435420824732,226.52414219067845,Expansion (Bullish),Thursday
2024-12-20,246.4653249902114,253.3811464831127,244.13025293349912,252.8743896484375,147495300,0.018641053632708144,0.13981265980370838,242.20950622558593,233.23040466308595,6.89048802419237,255.99048227397066,228.4285301772012,Expansion (Bullish),Friday
2024-12-23,253.1526187871241,254.0270218726176,251.84099141600396,253.64944458007812,40858800,0.003060292464665465,0.13762564496801943,243.4714454650879,233.78625518798827,6.532154850140681,256.53575516536927,230.40713576480653,Expansion (Bullish),Monday
2024-12-24,253.86804957710976,256.5707679464462,253.6693071300515,256.56085205078125,23234700,0.01141270213755441,0.13925846047780227,244.7299072265625,234.32589172363282,6.506869557541256,257.743646341645,231.71616811148,Expansion (Bullish),Tuesday
2024-12-26,256.55083207826743,258.44870970386563,255.9943897750778,257.37554931640625,27237100,0.003170423211409224,0.1367836699223494,245.92029876708983,234.83120178222657,6.535026451728124,258.9903516705461,232.85024586363357,Expansion (Bullish),Thursday
2024-12-27,256.19316170058187,257.05766400729357,251.45345479939442,253.96739196777344,42355300,-0.013330418951609302,0.14977891033018342,246.9467414855957,235.30944091796874,6.066797029618514,259.08033554483274,234.81314742635868,Contraction (Bearish),Friday
2024-12-30,250.6287005424076,251.8906421270002,249.15810064436016,250.59889221191406,35557500,-0.013352258788576578,0.1608228653651264,247.68552017211914,235.71296508789064,5.515558302696455,258.71663677751206,236.65440356672622,Contraction (Bearish),Monday
2024-12-31,250.83739579916153,251.6720594492945,247.84649497663966,248.83021545410156,39480700,-0.007082823666737158,0.16273912123938925,248.22358322143555,236.02454010009765,5.031731097221824,258.2870454158792,238.1601210269919,Contraction (Bearish),Tuesday
2025-01-02,247.34964638751123,247.51858047528103,240.28479918438643,242.30191040039062,55740700,-0.026586286008633653,0.18921255495061046,248.28320236206054,236.1761688232422,4.949393218864979,258.1819887997905,238.38441592433057,Contraction (Bearish),Thursday
2025-01-03,241.81500244140625,242.62978869554215,240.35433368778334,241.81500244140625,40244100,-0.002011531141540854,0.18440244427534408,248.30059051513672,236.33036712646484,4.924736612490979,258.1500637401187,238.45111729015477,Contraction (Bearish),Friday
2025-01-06,242.75900387005615,245.7598357483754,241.6560500607284,243.4446258544922,45045600,0.006716526347203464,0.18576918216039076,248.3979690551758,236.61839935302734,4.800823557392719,257.99961616996126,238.79632194039036,Expansion (Bullish),Monday
2025-01-07,241.4374487975533,243.9911405526811,239.81780708502322,240.67234802246094,40856000,-0.011453050751839318,0.19025156207904398,248.36667022705078,236.85475708007812,4.8513205264674,258.0693112799856,238.66402917411597,Contraction (Bearish),Tuesday
2025-01-08,240.38417847646193,242.1628232218062,238.52605495049286,241.1592254638672,37628900,0.0020209452178193013,0.19038224769560927,248.16545639038085,237.08417755126953,5.068872330249975,258.30320105088083,238.0277117298809,Expansion (Bullish),Wednesday
2025-01-10,238.48627094630749,238.63532775588945,231.5207799769646,235.34634399414062,61710900,-0.024399168514433956,0.19881113978404868,247.6229217529297,237.1578369140625,5.816238418022369,259.25539858897446,235.99044491688497,Contraction (Bearish),Friday
2025-01-13,232.04742383507855,233.180185891021,228.26161420500546,232.91189575195312,49630700,-0.010397981154345072,0.19958338771414477,247.02225799560546,237.17744781494142,6.667535032219239,260.3573280600439,233.687187931167,Contraction (Bearish),Monday
2025-01-14,233.25969544364762,234.62099318079112,230.99417118008773,231.7990264892578,39435300,-0.004789521127315873,0.19952547628888118,246.29291763305665,237.24566955566405,7.4881219593564134,261.26916155176946,231.3166737143438,Contraction (Bearish),Tuesday
2025-01-15,233.1504034772107,237.4429855317883,232.94172997653553,236.35989379882812,39832000,0.019484886048476428,0.21197544193799137,245.78317489624024,237.48828491210938,7.809464881596981,261.4021046594342,230.16424513304628,Expansion (Bullish),Wednesday
2025-01-16,235.84321782536014,236.4990163708154,226.58237745891398,226.8109130859375,71759100,-0.04123892879896686,0.25141850858155507,244.65140686035156,237.5994744873047,8.824837973322817,262.3010828069972,227.00173091370593,Contraction (Bearish),Thursday
2025-01-17,230.64637201374376,230.81529094249188,227.0294813062853,228.51995849609375,68488300,0.007506863876947657,0.2485601512009813,243.4838668823242,237.7627111816406,9.348569106609789,262.1810050955438,224.78672866910463,Expansion (Bullish),Friday
2025-01-21,222.57792910461188,222.99526090225285,217.98726416864307,221.2265625,98070400,-0.032436206162353855,0.26147371524076657,242.2214324951172,237.75149383544922,10.550838217611807,263.3231089303408,221.11975605989358,Contraction (Bearish),Tuesday
2025-01-22,218.39466636780546,222.6971793763667,218.39466636780546,222.40902709960938,64126500,0.005330804955920748,0.2580352722909743,240.9316734313965,237.77841735839843,11.32893776383449,263.5895489590655,218.2737979037275,Expansion (Bullish),Wednesday
2025-01-23,223.3132424800993,225.58869773276695,220.88873040600683,222.24009704589844,60234800,-0.0007598353518101169,0.25491613136019925,239.39995880126952,237.7074703979492,11.694297641543312,262.7885540843561,216.0113635181829,Contraction (Bearish),Thursday
2025-01-24,223.35297985225768,224.19758968028435,220.00437919561992,221.3656768798828,54697900,-0.003942335063843827,0.23979015035696347,237.78577041625977,237.6244009399414,11.850939882479414,261.4876501812186,214.08389065130095,Contraction (Bearish),Friday
2025-01-27,222.59782027357136,230.67619691244207,222.55806572164707,228.40074157714844,94863400,0.031285743998031273,0.27155762808924716,236.3777648925781,237.73628631591797,11.155306102805087,258.6883770981883,214.06715268696794,Expansion (Bullish),Monday
2025-01-28,229.38444497187513,238.66514594376807,229.3446904229109,236.7473907470703,75707600,0.03589198626202065,0.3017526140959522,235.34635696411132,238.01510467529297,10.006129324103497,255.35861561231832,215.33409831590433,Expansion (Bullish),Tuesday
2025-01-29,232.6336842670617,238.33724933385383,232.52438199561368,237.84042358398438,45486100,0.004606248776426157,0.30221279679859575,234.54000854492188,238.29809661865235,9.028619190333659,252.5972469255892,216.48277016425456,Expansion (Bullish),Wednesday
2025-01-30,237.15482584661257,239.26136238940995,235.70410299948912,236.08168029785156,55658300,-0.007422111547386084,0.3005434586419902,233.81414794921875,238.48430755615234,8.216654653725104,250.24745725666895,217.38083864176855,Contraction (Bearish),Thursday
2025-01-31,245.62070152543137,245.62070152543137,231.9579942451269,234.50173950195312,100959800,-0.006714842325197654,0.2986693114484046,233.09772415161132,238.70291076660158,7.424993701750634,247.9477115551126,218.24773674811004,Contraction (Bearish),Friday
2025-02-03,228.52991033796462,230.35822543026035,224.2671369795404,226.56246948242188,73063300,-0.03444229542688905,0.3176310212046272,232.31075210571288,238.70271209716796,7.229639675880075,246.77003145747304,217.85147275395272,Contraction (Bearish),Monday
2025-02-04,225.80729852188347,231.64997406812495,225.21110156992967,231.3220672607422,45067300,0.02079025970009404,0.31845361339342787,231.78610534667968,238.79253814697265,6.875692293802298,245.53748993428428,218.03472075907507,Expansion (Bullish),Tuesday
2025-02-05,227.0791817096477,231.19289841511937,226.82083777153602,230.99417114257812,39620300,-0.0014184929963831296,0.31846485567357624,231.163582611084,238.86149780273436,6.304480921442696,243.77254445396937,218.55462076819862,Contraction (Bearish),Wednesday
2025-02-06,229.8216550685821,232.31573010563136,228.96711414866223,231.73941040039062,29925300,0.003221032282342159,0.31746310101006364,230.71693572998046,238.95490142822266,5.898742967581326,242.51442166514312,218.9194497948178,Expansion (Bullish),Thursday
2025-02-07,231.1233398047693,232.51444580894437,225.81722939017394,226.1848907470703,39707200,-0.024260743875656753,0.3251006716729273,229.9682189941406,238.9103860473633,5.435723382762763,240.83966575966613,219.0967722286151,Contraction (Bearish),Friday
2025-02-10,228.36338248973718,229.378010419489,226.00582893863492,226.45346069335938,33115600,0.0011866867973147088,0.32495254883547214,229.52357482910156,238.81162292480468,5.335431783008375,240.1944383951183,218.8527112630848,Expansion (Bullish),Monday
2025-02-11,227.000572314181,233.99362125199642,226.93094812871882,231.3973388671875,53718400,0.02159686229322903,0.3258427115766906,229.44784698486328,238.76821533203125,5.29540711012812,240.03866120511952,218.85703276460703,Expansion (Bullish),Tuesday
2025-02-12,229.98481838871234,235.71455375787428,229.4675472393098,235.62501525878906,45243300,0.01810530840941033,0.33020119211737126,229.63914642333984,238.8119448852539,5.451619006734533,240.5423844368089,218.73590840987077,Expansion (Bullish),Wednesday
2025-02-13,235.66480095549997,241.06625350434595,234.33184765944378,240.26051330566406,53614100,0.019482183788990057,0.3359098087269121,229.83417739868165,238.90068878173827,5.765446500416538,241.36507039951474,218.30328439784856,Expansion (Bullish),Thursday
2025-02-14,239.9819785190441,244.25938055012708,239.7233505557091,243.3143768310547,40896200,0.012630532255625458,0.33215729159948676,230.6593505859375,239.0055972290039,6.450314261975558,243.55997910988862,217.75872206198636,Expansion (Bullish),Friday
2025-02-18,242.86671800007707,243.89130300653002,240.5688620112634,243.18504333496094,48822500,-0.0005316902498935174,0.29409700908905023,231.39260482788086,239.04710754394532,7.004086296580379,245.40077742104162,217.3844322347201,Contraction (Bearish),Tuesday
2025-02-19,243.37407429304395,244.716969605811,241.88195827091008,243.5829620361328,32204200,0.0016349422534708412,0.2937467701775912,232.5104248046875,239.0894219970703,7.0798202266446,246.6700652579767,218.3507843513983,Expansion (Bullish),Wednesday
2025-02-20,243.65261174603793,245.48293716802547,243.006019001845,244.53793334960938,32316900,0.0039128524958505885,0.2639060457565975,233.6168701171875,239.15023956298828,7.146922547139704,247.9107152114669,219.32302502290807,Expansion (Bullish),Thursday
2025-02-21,244.6572756706751,247.38287960480025,243.93111682470231,244.25938415527344,53197400,-0.0011397330325402413,0.2646837236021142,234.71783447265625,239.20946075439454,6.996545107169381,248.710924686995,220.7247442583175,Contraction (Bearish),Friday
2025-02-24,243.64263125957103,247.551982922016,243.1353173033831,245.80123901367188,51326400,0.0062925273857716004,0.26405717531892087,235.9396125793457,239.22181549072266,6.6680231991130965,249.27565897757188,222.6035661811195,Expansion (Bullish),Monday
2025-02-25,246.69652285022872,248.68601093773057,243.62276739789988,245.74156188964844,48013300,-0.0002428155766170653,0.2628222886949169,236.8066535949707,239.21270599365235,6.762888537851864,250.33243067067443,223.28087651926697,Contraction (Bearish),Tuesday
2025-02-26,243.04579925662603,243.6923767743236,237.87313357927937,239.09666442871094,44433600,-0.027412498442933024,0.2673983471903513,236.92411727905272,239.0961358642578,6.782179626843689,250.4884765327401,223.35975802536535,Contraction (Bearish),Wednesday
2025-02-27,238.1516754344793,241.18564780716906,235.81402085750776,236.05276489257812,41153600,-0.012812563750172512,0.24205392858490252,236.83473434448243,238.88947448730468,6.781247753846081,250.39722985217458,223.27223883679028,Contraction (Bearish),Thursday
2025-02-28,235.70459571566596,240.8175794410065,228.9900734891547,240.5688934326172,56833400,0.018951147614888475,0.2505496313745873,237.0590950012207,238.7697573852539,6.829083318673544,250.71726163856778,223.40092836387362,Expansion (Bullish),Friday
2025-03-03,240.51913191748446,242.7473638198223,234.8689935924468,236.77890014648438,47184000,-0.015879712774787145,0.2555995747086748,237.17295303344727,238.51640991210937,6.803135381925234,250.77922379729773,223.5666822695968,Contraction (Bearish),Monday
2025-03-04,236.46061504010896,238.80821160759587,233.4465266012979,234.68995666503906,53798100,-0.008861485211298233,0.2564318193764372,237.57932739257814,238.17279388427735,6.364583241224444,250.308493875027,224.85016091012926,Contraction (Bearish),Tuesday
2025-03-05,234.18262069274581,235.30668622205877,228.02515316620742,234.50094604492188,47227600,-0.0008056875325157249,0.22384636803638902,237.7382713317871,237.93330780029297,6.238540402432774,250.21535213665265,225.26119052692155,Contraction (Bearish),Wednesday
2025-03-06,233.20778757123546,236.60981025581015,231.93451645578955,234.09310913085938,45170400,-0.0017406837006826556,0.2128984684532521,237.89321823120116,237.6510858154297,6.099147869640906,250.09151397048296,225.69492249191936,Contraction (Bearish),Thursday
2025-03-07,233.87426828677374,240.10136041796665,233.5261018066448,237.81346130371094,46273600,0.015767651839406743,0.2191123044011418,238.1969207763672,237.34986724853516,5.925346072990127,250.04761292234744,226.34622863038695,Expansion (Bullish),Friday
